Fiscal-year_Exercice-financier,AO_ID,DFRP-property-No_No-bien-immobilier-RBIF,DFRP-structure-No_No-structure-RBIF,Property-name_Nom-du-bien-ENG,Property-name_Nom-du-bien-FRA,Structure-name_Nom-du-structure-ENG,Structure-name_Nom-du-structure-FRA,Structure-address_Adresse-du-structure-ENG,Structure-address_Adresse-du-structure-FRA,City-Ville,Province-Code_Code-de-province,Province-territory_Province-territoire-ENG,Province-territory_Province-territoire-FRA,Postal-code_Code-postal,Structure-condition_condition-de-la-structure-ENG,Structure-condition_condition-de-la-structure-FRA,Property-condition_condition-du-bien-ENG,Property-condition_condition-du-bien-FRA,Heritage-designation-type_Type-de-désignation,Heritage-designation_Désignation-ENG,Heritage-designation_Désignation-FRA,Interest-Type_Type-de-propriété-ENG,Interest-Type_Type-de-propriété-FRA
2021-2022,P200102-101-20000441,04761,004761,"GC Site - Grand Falls","Site GC - Grand Falls","GC Building - Grand Falls","Édifice GC - Grand-Sault","373-377 Broadway Boulevard","373-377, boulevard Broadway","Grand Falls / Grand-Sault",NB,"New Brunswick",Nouveau-Brunswick,"E3Z 2K3",Good,Bonne,Good,Bonne,300,Recognized,Reconnu,Crown-owned,"Propriété de l'État"
2022-2023,P200102-101-20000441,04761,004761,"GC Site - Grand Falls","Site GC - Grand Falls","GC Building - Grand Falls","Édifice GC - Grand-Sault","373-377 Broadway Boulevard","373-377, boulevard Broadway","Grand Falls / Grand-Sault",NB,"New Brunswick",Nouveau-Brunswick,"E3Z 2K3",Fair,Passable,Fair,Passable,300,Recognized,Reconnu,Crown-owned,"Propriété de l'État"
2023-2024,P200102-101-20000441,04761,004761,"GC Site - Grand Falls","Site GC - Grand Falls","GC Building - Grand Falls","Édifice GC - Grand-Sault","373-377 Broadway Boulevard","373-377, boulevard Broadway","Grand Falls / Grand-Sault",NB,"New Brunswick",Nouveau-Brunswick,"E3Z 2K3",Poor,"Piètre qualité",Poor,"Piètre qualité",300,Recognized,Reconnu,Crown-owned,"Propriété de l'État"
2019-2020,P200107-101-20000451,03891,003891,"Customs Site - Saint John","Site des Douanes - Saint John","Customs Building","Édifice des douanes","189 Prince William Street","189, rue Prince William","Saint John",NB,"New Brunswick",Nouveau-Brunswick,"E2L 2B9",Fair,Passable,Fair,Passable,500,"Not designated","Non désigné",Crown-owned,"Propriété de l'État"
2020-2021,P200107-101-20000451,03891,003891,"Customs Site - Saint John","Site des Douanes - Saint John","Customs Building","Édifice des douanes","189 Prince William Street","189, rue Prince William","Saint John",NB,"New Brunswick",Nouveau-Brunswick,"E2L 2B9",Critical,Critique,Critical,Critique,500,"Not designated","Non désigné",Crown-owned,"Propriété de l'État"
2021-2022,P200107-101-20000451,03891,003891,"Customs Site - Saint John","Site des Douanes - Saint John","Customs Building","Édifice des douanes","189 Prince William Street","189, rue Prince William","Saint John",NB,"New Brunswick",Nouveau-Brunswick,"E2L 2B9",Fair,Passable,Fair,Passable,500,"Not designated","Non désigné",Crown-owned,"Propriété de l'État"
2022-2023,P200107-101-20000451,03891,003891,"Customs Site - Saint John","Site des Douanes - Saint John","Customs Building","Édifice des douanes","189 Prince William Street","189, rue Prince William","Saint John",NB,"New Brunswick",Nouveau-Brunswick,"E2L 2B9",Critical,Critique,Critical,Critique,500,"Not designated","Non désigné",Crown-owned,"Propriété de l'État"
2023-2024,P200107-101-20000451,03891,003891,"Customs Site - Saint John","Site des Douanes - Saint John","Customs Building","Édifice des douanes","189 Prince William Street","189, rue Prince William","Saint John",NB,"New Brunswick",Nouveau-Brunswick,"E2L 2B9",Critical,Critique,Critical,Critique,500,"Not designated","Non désigné",Crown-owned,"Propriété de l'État"
2019-2020,P200108-101-20000453,03892,003892,"GC Site - Saint John","Site GC - Saint John","GC Building - Postal Station 'A' and Annex","Édifice GC - Succursale postale 'A' et Annexe","126 Prince William Street","126, rue Prince William","Saint John",NB,"New Brunswick",Nouveau-Brunswick,"E2L 2B6",Poor,"Piètre qualité",Poor,"Piètre qualité",300,Recognized,Reconnu,Crown-owned,"Propriété de l'État"
2020-2021,P200108-101-20000453,03892,003892,"GC Site - Saint John","Site GC - Saint John","GC Building - Postal Station 'A' and Annex","Édifice GC - Succursale postale 'A' et Annexe","126 Prince William Street","126, rue Prince William","Saint John",NB,"New Brunswick",Nouveau-Brunswick,"E2L 2B6",Fair,Passable,Fair,Passable,300,Recognized,Reconnu,Crown-owned,"Propriété de l'État"
2021-2022,P200108-101-20000453,03892,003892,"GC Site - Saint John","Site GC - Saint John","GC Building - Postal Station 'A' and Annex","Édifice GC - Succursale postale 'A' et Annexe","126 Prince William Street","126, rue Prince William","Saint John",NB,"New Brunswick",Nouveau-Brunswick,"E2L 2B6",Poor,"Piètre qualité",Poor,"Piètre qualité",300,Recognized,Reconnu,Crown-owned,"Propriété de l'État"
2022-2023,P200108-101-20000453,03892,003892,"GC Site - Saint John","Site GC - Saint John","GC Building - Postal Station 'A' and Annex","Édifice GC - Succursale postale 'A' et Annexe","126 Prince William Street","126, rue Prince William","Saint John",NB,"New Brunswick",Nouveau-Brunswick,"E2L 2B6",Fair,Passable,Fair,Passable,300,Recognized,Reconnu,Crown-owned,"Propriété de l'État"
2023-2024,P200108-101-20000453,03892,003892,"GC Site - Saint John","Site GC - Saint John","GC Building - Postal Station 'A' and Annex","Édifice GC - Succursale postale 'A' et Annexe","126 Prince William Street","126, rue Prince William","Saint John",NB,"New Brunswick",Nouveau-Brunswick,"E2L 2B6",Fair,Passable,Fair,Passable,300,Recognized,Reconnu,Crown-owned,"Propriété de l'État"
2019-2020,P200111-101-20000458,04075,004075,"GC Site - St. Stephen","Site GC - St. Stephen","GC Building - St. Stephen","Édifice GC - St. Stephen","93 Milltown Boulevard","93, boulevard Milltown","St. Stephen",NB,"New Brunswick",Nouveau-Brunswick,"E3L 1G5",Fair,Passable,Fair,Passable,500,"Not designated","Non désigné",Crown-owned,"Propriété de l'État"
2020-2021,P200111-101-20000458,04075,004075,"GC Site - St. Stephen","Site GC - St. Stephen","GC Building - St. Stephen","Édifice GC - St. Stephen","93 Milltown Boulevard","93, boulevard Milltown","St. Stephen",NB,"New Brunswick",Nouveau-Brunswick,"E3L 1G5",Fair,Passable,Fair,Passable,500,"Not designated","Non désigné",Crown-owned,"Propriété de l'État"
2021-2022,P200111-101-20000458,04075,004075,"GC Site - St. Stephen","Site GC - St. Stephen","GC Building - St. Stephen","Édifice GC - St. Stephen","93 Milltown Boulevard","93, boulevard Milltown","St. Stephen",NB,"New Brunswick",Nouveau-Brunswick,"E3L 1G5",Good,Bonne,Good,Bonne,500,"Not designated","Non désigné",Crown-owned,"Propriété de l'État"
2022-2023,P200111-101-20000458,04075,004075,"GC Site - St. Stephen","Site GC - St. Stephen","GC Building - St. Stephen","Édifice GC - St. Stephen","93 Milltown Boulevard","93, boulevard Milltown","St. Stephen",NB,"New Brunswick",Nouveau-Brunswick,"E3L 1G5",Fair,Passable,Fair,Passable,500,"Not designated","Non désigné",Crown-owned,"Propriété de l'État"
2023-2024,P200111-101-20000458,04075,004075,"GC Site - St. Stephen","Site GC - St. Stephen","GC Building - St. Stephen","Édifice GC - St. Stephen","93 Milltown Boulevard","93, boulevard Milltown","St. Stephen",NB,"New Brunswick",Nouveau-Brunswick,"E3L 1G5",Poor,"Piètre qualité",Poor,"Piètre qualité",500,"Not designated","Non désigné",Crown-owned,"Propriété de l'État"
2019-2020,P200116-101-20000464,04718,004718,"GC Site - Woodstock","Site GC - Woodstock","GC Building - Woodstock","Édifice GC - Woodstock","680 Main Street","680, rue Main",Woodstock,NB,"New Brunswick",Nouveau-Brunswick,"E7M 5Z9",Poor,"Piètre qualité",Poor,"Piètre qualité",300,Recognized,Reconnu,Crown-owned,"Propriété de l'État"
2020-2021,P200116-101-20000464,04718,004718,"GC Site - Woodstock","Site GC - Woodstock","GC Building - Woodstock","Édifice GC - Woodstock","680 Main Street","680, rue Main",Woodstock,NB,"New Brunswick",Nouveau-Brunswick,"E7M 5Z9",Poor,"Piètre qualité",Poor,"Piètre qualité",300,Recognized,Reconnu,Crown-owned,"Propriété de l'État"
2021-2022,P200116-101-20000464,04718,004718,"GC Site - Woodstock","Site GC - Woodstock","GC Building - Woodstock","Édifice GC - Woodstock","680 Main Street","680, rue Main",Woodstock,NB,"New Brunswick",Nouveau-Brunswick,"E7M 5Z9",Poor,"Piètre qualité",Poor,"Piètre qualité",300,Recognized,Reconnu,Crown-owned,"Propriété de l'État"
2022-2023,P200116-101-20000464,04718,004718,"GC Site - Woodstock","Site GC - Woodstock","GC Building - Woodstock","Édifice GC - Woodstock","680 Main Street","680, rue Main",Woodstock,NB,"New Brunswick",Nouveau-Brunswick,"E7M 5Z9",Poor,"Piètre qualité",Poor,"Piètre qualité",300,Recognized,Reconnu,Crown-owned,"Propriété de l'État"
2023-2024,P200116-101-20000464,04718,004718,"GC Site - Woodstock","Site GC - Woodstock","GC Building - Woodstock","Édifice GC - Woodstock","680 Main Street","680, rue Main",Woodstock,NB,"New Brunswick",Nouveau-Brunswick,"E7M 5Z9",Poor,"Piètre qualité",Poor,"Piètre qualité",300,Recognized,Reconnu,Crown-owned,"Propriété de l'État"
2019-2020,P200119-101-20000469,04560,004560,"GC Site - Miramichi","Site GC - Miramich","GC Building - Miramichi","Édifice GC - Miramichi","171 Duke Street","171 rue Duke",Miramichi,NB,"New Brunswick",Nouveau-Brunswick,"E1N 1H9",Critical,Critique,Critical,Critique,500,"Not designated","Non désigné",Crown-owned,"Propriété de l'État"
2020-2021,P200119-101-20000469,04560,004560,"GC Site - Miramichi","Site GC - Miramich","GC Building - Miramichi","Édifice GC - Miramichi","171 Duke Street","171 rue Duke",Miramichi,NB,"New Brunswick",Nouveau-Brunswick,"E1N 1H9",Fair,Passable,Fair,Passable,500,"Not designated","Non désigné",Crown-owned,"Propriété de l'État"
2021-2022,P200119-101-20000469,04560,004560,"GC Site - Miramichi","Site GC - Miramich","GC Building - Miramichi","Édifice GC - Miramichi","171 Duke Street","171 rue Duke",Miramichi,NB,"New Brunswick",Nouveau-Brunswick,"E1N 1H9",Critical,Critique,Critical,Critique,500,"Not designated","Non désigné",Crown-owned,"Propriété de l'État"
2022-2023,P200119-101-20000469,04560,004560,"GC Site - Miramichi","Site GC - Miramich","GC Building - Miramichi","Édifice GC - Miramichi","171 Duke Street","171 rue Duke",Miramichi,NB,"New Brunswick",Nouveau-Brunswick,"E1N 1H9",Poor,"Piètre qualité",Poor,"Piètre qualité",500,"Not designated","Non désigné",Crown-owned,"Propriété de l'État"
2023-2024,P200119-101-20000469,04560,004560,"GC Site - Miramichi","Site GC - Miramich","GC Building - Miramichi","Édifice GC - Miramichi","171 Duke Street","171 rue Duke",Miramichi,NB,"New Brunswick",Nouveau-Brunswick,"E1N 1H9",Poor,"Piètre qualité",Poor,"Piètre qualité",500,"Not designated","Non désigné",Crown-owned,"Propriété de l'État"
2019-2020,P200122-101-20000474,04934,004934,"GC Site - Caraquet","Site GC - Caraquet","GC Building - Caraquet","Édifice GC - Caraquet","50 St. Pierre Boulevard West","50, boulevard St. Pierre Ouest",Caraquet,NB,"New Brunswick",Nouveau-Brunswick,"E1W 1B6",Good,Bonne,Good,Bonne,400,Pending,"En attente",Crown-owned,"Propriété de l'État"
2020-2021,P200122-101-20000474,04934,004934,"GC Site - Caraquet","Site GC - Caraquet","GC Building - Caraquet","Édifice GC - Caraquet","50 St. Pierre Boulevard West","50, boulevard St. Pierre Ouest",Caraquet,NB,"New Brunswick",Nouveau-Brunswick,"E1W 1B6",Good,Bonne,Good,Bonne,400,Pending,"En attente",Crown-owned,"Propriété de l'État"
2021-2022,P200122-101-20000474,04934,004934,"GC Site - Caraquet","Site GC - Caraquet","GC Building - Caraquet","Édifice GC - Caraquet","50 St. Pierre Boulevard West","50, boulevard St. Pierre Ouest",Caraquet,NB,"New Brunswick",Nouveau-Brunswick,"E1W 1B6",Good,Bonne,Good,Bonne,400,Pending,"En attente",Crown-owned,"Propriété de l'État"
2022-2023,P200122-101-20000474,04934,004934,"GC Site - Caraquet","Site GC - Caraquet","GC Building - Caraquet","Édifice GC - Caraquet","50 St. Pierre Boulevard West","50, boulevard St. Pierre Ouest",Caraquet,NB,"New Brunswick",Nouveau-Brunswick,"E1W 1B6",Good,Bonne,Good,Bonne,400,Pending,"En attente",Crown-owned,"Propriété de l'État"
2023-2024,P200122-101-20000474,04934,004934,"GC Site - Caraquet","Site GC - Caraquet","GC Building - Caraquet","Édifice GC - Caraquet","50 St. Pierre Boulevard West","50, boulevard St. Pierre Ouest",Caraquet,NB,"New Brunswick",Nouveau-Brunswick,"E1W 1B6",Fair,Passable,Fair,Passable,400,Pending,"En attente",Crown-owned,"Propriété de l'État"
2019-2020,P200123-101-20000476,04378,004378,"Dominion Public Site - Moncton","Site Dominion Public - Moncton","Dominion Public Building","Édifice public Dominion","1045 Main Street","1045, rue Main",Moncton,NB,"New Brunswick",Nouveau-Brunswick,"E1C 1H2",Good,Bonne,Good,Bonne,300,Recognized,Reconnu,Crown-owned,"Propriété de l'État"
2020-2021,P200123-101-20000476,04378,004378,"Dominion Public Site - Moncton","Site Dominion Public - Moncton","Dominion Public Building","Édifice public Dominion","1045 Main Street","1045, rue Main",Moncton,NB,"New Brunswick",Nouveau-Brunswick,"E1C 1H2",Good,Bonne,Good,Bonne,300,Recognized,Reconnu,Crown-owned,"Propriété de l'État"
2021-2022,P200123-101-20000476,04378,004378,"Dominion Public Site - Moncton","Site Dominion Public - Moncton","Dominion Public Building","Édifice public Dominion","1045 Main Street","1045, rue Main",Moncton,NB,"New Brunswick",Nouveau-Brunswick,"E1C 1H2",Fair,Passable,Fair,Passable,300,Recognized,Reconnu,Crown-owned,"Propriété de l'État"
2022-2023,P200123-101-20000476,04378,004378,"Dominion Public Site - Moncton","Site Dominion Public - Moncton","Dominion Public Building","Édifice public Dominion","1045 Main Street","1045, rue Main",Moncton,NB,"New Brunswick",Nouveau-Brunswick,"E1C 1H2",Good,Bonne,Good,Bonne,300,Recognized,Reconnu,Crown-owned,"Propriété de l'État"
2023-2024,P200123-101-20000476,04378,004378,"Dominion Public Site - Moncton","Site Dominion Public - Moncton","Dominion Public Building","Édifice public Dominion","1045 Main Street","1045, rue Main",Moncton,NB,"New Brunswick",Nouveau-Brunswick,"E1C 1H2",Fair,Passable,Fair,Passable,300,Recognized,Reconnu,Crown-owned,"Propriété de l'État"
2019-2020,P200144-101-20000500,04881,004881,"Nicholas Denys Site","Site Nicholas Denys","Nicholas Denys Building","Édifice Nicholas Denys","120 Harbourview Boulevard","120, boulevard Harbourview",Bathurst,NB,"New Brunswick",Nouveau-Brunswick,"E2A 5B9",Good,Bonne,Good,Bonne,400,Pending,"En attente",Crown-owned,"Propriété de l'État"
2020-2021,P200144-101-20000500,04881,004881,"Nicholas Denys Site","Site Nicholas Denys","Nicholas Denys Building","Édifice Nicholas Denys","120 Harbourview Boulevard","120, boulevard Harbourview",Bathurst,NB,"New Brunswick",Nouveau-Brunswick,"E2A 5B9",Fair,Passable,Fair,Passable,400,Pending,"En attente",Crown-owned,"Propriété de l'État"
2021-2022,P200144-101-20000500,04881,004881,"Nicholas Denys Site","Site Nicholas Denys","Nicholas Denys Building","Édifice Nicholas Denys","120 Harbourview Boulevard","120, boulevard Harbourview",Bathurst,NB,"New Brunswick",Nouveau-Brunswick,"E2A 5B9",Good,Bonne,Good,Bonne,400,Pending,"En attente",Crown-owned,"Propriété de l'État"
2022-2023,P200144-101-20000500,04881,004881,"Nicholas Denys Site","Site Nicholas Denys","Nicholas Denys Building","Édifice Nicholas Denys","120 Harbourview Boulevard","120, boulevard Harbourview",Bathurst,NB,"New Brunswick",Nouveau-Brunswick,"E2A 5B9",Fair,Passable,Fair,Passable,400,Pending,"En attente",Crown-owned,"Propriété de l'État"
2023-2024,P200144-101-20000500,04881,004881,"Nicholas Denys Site","Site Nicholas Denys","Nicholas Denys Building","Édifice Nicholas Denys","120 Harbourview Boulevard","120, boulevard Harbourview",Bathurst,NB,"New Brunswick",Nouveau-Brunswick,"E2A 5B9",Fair,Passable,Fair,Passable,400,Pending,"En attente",Crown-owned,"Propriété de l'État"
2019-2020,P200145-101-20000502,22404,022404,"GC Pension Centre Site","Site Centre des pensions du GC","GC Pension Centre Building","Centre des pensions du GC","10 Weldon Street","10, rue Weldon",Shediac,NB,"New Brunswick",Nouveau-Brunswick,"E4P 2X7",Good,Bonne,Good,Bonne,400,Pending,"En attente",Crown-owned,"Propriété de l'État"
2020-2021,P200145-101-20000502,22404,022404,"GC Pension Centre Site","Site Centre des pensions du GC","GC Pension Centre Building","Centre des pensions du GC","10 Weldon Street","10, rue Weldon",Shediac,NB,"New Brunswick",Nouveau-Brunswick,"E4P 2X7",Good,Bonne,Good,Bonne,400,Pending,"En attente",Crown-owned,"Propriété de l'État"
2021-2022,P200145-101-20000502,22404,022404,"GC Pension Centre Site","Site Centre des pensions du GC","GC Pension Centre Building","Centre des pensions du GC","10 Weldon Street","10, rue Weldon",Shediac,NB,"New Brunswick",Nouveau-Brunswick,"E4P 2X7",Good,Bonne,Good,Bonne,400,Pending,"En attente",Crown-owned,"Propriété de l'État"
2022-2023,P200145-101-20000502,22404,022404,"GC Pension Centre Site","Site Centre des pensions du GC","GC Pension Centre Building","Centre des pensions du GC","10 Weldon Street","10, rue Weldon",Shediac,NB,"New Brunswick",Nouveau-Brunswick,"E4P 2X7",Good,Bonne,Good,Bonne,400,Pending,"En attente",Crown-owned,"Propriété de l'État"
2023-2024,P200145-101-20000502,22404,022404,"GC Pension Centre Site","Site Centre des pensions du GC","GC Pension Centre Building","Centre des pensions du GC","10 Weldon Street","10, rue Weldon",Shediac,NB,"New Brunswick",Nouveau-Brunswick,"E4P 2X7",Good,Bonne,Good,Bonne,400,Pending,"En attente",Crown-owned,"Propriété de l'État"
2019-2020,P200146-101-20000505,34618,034618,"GC Site - Moncton","Site GC - Moncton","GC Building - 310 Baig Boulevard","Édifice GC - 310 boulevard Baig","310 Baig Boulevard","310, boulevard Baig",Moncton,NB,"New Brunswick",Nouveau-Brunswick,"E1E 1C8",Poor,"Piètre qualité",Poor,"Piètre qualité",400,Pending,"En attente",Crown-owned,"Propriété de l'État"
2020-2021,P200146-101-20000505,34618,034618,"GC Site - Moncton","Site GC - Moncton","GC Building - 310 Baig Boulevard","Édifice GC - 310 boulevard Baig","310 Baig Boulevard","310, boulevard Baig",Moncton,NB,"New Brunswick",Nouveau-Brunswick,"E1E 1C8",Good,Bonne,Good,Bonne,400,Pending,"En attente",Crown-owned,"Propriété de l'État"
2021-2022,P200146-101-20000505,34618,034618,"GC Site - Moncton","Site GC - Moncton","GC Building - 310 Baig Boulevard","Édifice GC - 310 boulevard Baig","310 Baig Boulevard","310, boulevard Baig",Moncton,NB,"New Brunswick",Nouveau-Brunswick,"E1E 1C8",Poor,"Piètre qualité",Poor,"Piètre qualité",400,Pending,"En attente",Crown-owned,"Propriété de l'État"
